tag,epoch,train_loss,val_acc,val_sens,val_spec
full/simple/s2,3,0.017938022183564804,93.0952380952381,100.0,91.71428571428571
full/simple/s2,4,0.007329566863232426,99.52380952380952,98.57142857142857,99.71428571428571
full/simple/s2,5,0.003831142062665008,96.42857142857143,98.57142857142857,96.0
full/simple/s2,6,0.002168552394280033,98.80952380952381,94.28571428571429,99.71428571428571
full/simple/s2,7,0.0020843084277224816,98.57142857142857,91.42857142857143,100.0
full/simple/s2,8,0.0010063475638855293,99.04761904761905,95.71428571428571,99.71428571428571
full/simple/s2,9,0.0008964310822886459,99.52380952380952,98.57142857142857,99.71428571428571
full/simple/s2,10,0.0005478634579395432,99.28571428571429,98.57142857142857,99.42857142857143
full/simple/s3,1,0.2730521661185083,94.52380952380952,67.14285714285714,100.0
full/simple/s3,2,0.0540397373249843,97.14285714285714,82.85714285714286,100.0
full/simple/s3,3,0.011941820415224702,99.76190476190476,98.57142857142857,100.0
full/simple/s3,4,0.006793022931863864,99.52380952380952,98.57142857142857,99.71428571428571
full/simple/s3,5,0.00319817492633038,99.52380952380952,97.14285714285714,100.0
full/simple/s3,6,0.003153333021258558,97.85714285714286,98.57142857142857,97.71428571428571
full/simple/s3,7,0.012239568480539934,98.57142857142857,92.85714285714286,99.71428571428571
full/simple/s3,8,0.0035308475556597666,99.04761904761905,98.57142857142857,99.14285714285714
full/simple/s3,9,0.0018134523686187873,98.80952380952381,100.0,98.57142857142857
full/simple/s3,10,0.0015826037182359004,99.52380952380952,98.57142857142857,99.71428571428571
full/simple/s4,1,0.2739237391168163,96.19047619047619,77.14285714285714,100.0
full/simple/s4,2,0.05875442379287311,97.61904761904762,85.71428571428571,100.0
full/simple/s4,3,0.012201873410404438,98.57142857142857,98.57142857142857,98.57142857142857
full/simple/s4,4,0.006154277106370067,99.28571428571429,97.14285714285714,99.71428571428571
full/simple/s4,5,0.005625836263200091,98.57142857142857,91.42857142857143,100.0
full/simple/s4,6,0.0024154815165924708,99.28571428571429,95.71428571428571,100.0
full/simple/s4,7,0.0009709121567582423,99.28571428571429,97.14285714285714,99.71428571428571
full/simple/s4,8,0.0013165768330509308,99.28571428571429,97.14285714285714,99.71428571428571
full/simple/s4,9,0.004327140319565799,97.61904761904762,87.14285714285714,99.71428571428571
full/simple/s4,10,0.01445692868437618,98.33333333333333,90.0,100.0
full/faithful/s0,1,0.3089695239350909,90.47619047619048,42.857142857142854,100.0
full/faithful/s0,2,0.1453086154091926,96.42857142857143,87.14285714285714,98.28571428571429
full/faithful/s0,3,0.057903184919130234,86.42857142857143,94.28571428571429,84.85714285714286
full/faithful/s0,4,0.019628744295221708,96.9047619047619,87.14285714285714,98.85714285714286
full/faithful/s0,5,0.007984070959667276,96.42857142857143,90.0,97.71428571428571
full/faithful/s0,6,0.010095366493554874,94.76190476190476,84.28571428571429,96.85714285714286
full/faithful/s0,7,0.012300445567095829,95.47619047619048,74.28571428571429,99.71428571428571
full/faithful/s0,8,0.0033368421627009022,97.14285714285714,90.0,98.57142857142857
full/faithful/s0,9,0.0053298583967954895,91.19047619047619,47.142857142857146,100.0
full/faithful/s0,10,0.00879724641895986,92.38095238095238,92.85714285714286,92.28571428571429
full/faithful/s0,11,0.03284287012024184,91.42857142857143,90.0,91.71428571428571
full/faithful/s0,12,0.010636750958067188,91.66666666666667,92.85714285714286,91.42857142857143
full/faithful/s0,13,0.004326494832570287,97.14285714285714,90.0,98.57142857142857
full/faithful/s0,14,0.003469884309881655,87.61904761904762,94.28571428571429,86.28571428571429
full/faithful/s0,15,0.0036074616655588174,95.23809523809524,72.85714285714286,99.71428571428571
full/faithful/s0,16,0.0028727233836391298,96.19047619047619,80.0,99.42857142857143
full/faithful/s0,17,0.007795806765906967,96.66666666666667,85.71428571428571,98.85714285714286
full/faithful/s0,18,0.0015043037235868506,96.42857142857143,87.14285714285714,98.28571428571429
full/faithful/s0,19,0.0016733909124533447,92.14285714285714,95.71428571428571,91.42857142857143
full/faithful/s0,20,0.00777083906558844,96.19047619047619,84.28571428571429,98.57142857142857
full/faithful/s0,21,0.0104151965841863,94.04761904761905,88.57142857142857,95.14285714285714
full/faithful/s0,22,0.004608668665224243,95.0,88.57142857142857,96.28571428571429
full/faithful/s0,23,0.0032970468911853027,96.9047619047619,87.14285714285714,98.85714285714286
full/faithful/s0,24,0.004288707745624942,88.57142857142857,94.28571428571429,87.42857142857143
full/faithful/s0,25,0.007786539816152072,96.42857142857143,87.14285714285714,98.28571428571429
full/faithful/s0,26,0.0012865552569824752,96.42857142857143,87.14285714285714,98.28571428571429
full/faithful/s0,27,0.0038920239579012905,96.19047619047619,82.85714285714286,98.85714285714286
full/faithful/s0,28,0.004421215174807003,95.71428571428571,78.57142857142857,99.14285714285714
full/faithful/s0,29,0.0017014755835675932,97.14285714285714,87.14285714285714,99.14285714285714
full/faithful/s0,30,0.0007144408188174739,96.66666666666667,87.14285714285714,98.57142857142857
full/faithful/s1,1,0.28598009021509263,94.04761904761905,65.71428571428571,99.71428571428571
full/faithful/s1,2,0.14229220840192977,92.14285714285714,90.0,92.57142857142857
full/faithful/s1,3,0.04451563048753,95.71428571428571,87.14285714285714,97.42857142857143
full/faithful/s1,4,0.01695442216559535,93.33333333333333,60.0,100.0
full/faithful/s1,5,0.011277537446724073,94.76190476190476,87.14285714285714,96.28571428571429
full/faithful/s1,6,0.010210202286474495,97.38095238095238,90.0,98.85714285714286
full/faithful/s1,7,0.01347290429846561,94.52380952380952,91.42857142857143,95.14285714285714
full/faithful/s1,8,0.012381769549600513,94.52380952380952,67.14285714285714,100.0
full/faithful/s1,9,0.015687825064828975,90.47619047619048,42.857142857142854,100.0
full/faithful/s1,10,0.007835737740970216,96.66666666666667,81.42857142857143,99.71428571428571
full/faithful/s1,11,0.0031165863126738085,96.42857142857143,78.57142857142857,100.0
full/faithful/s1,12,0.0018703234723250802,95.47619047619048,72.85714285714286,100.0
full/faithful/s1,13,0.002170152398078547,95.95238095238095,75.71428571428571,100.0
full/faithful/s1,14,0.001290376169934115,96.42857142857143,81.42857142857143,99.42857142857143
full/faithful/s1,15,0.0008899653731662381,96.66666666666667,87.14285714285714,98.57142857142857
full/faithful/s1,16,0.0015331237643251717,96.42857142857143,78.57142857142857,100.0
full/faithful/s1,17,0.003806743672300529,95.47619047619048,72.85714285714286,100.0
full/faithful/s1,18,0.0015250328890120035,95.47619047619048,72.85714285714286,100.0
full/faithful/s1,19,0.004340532250028316,70.23809523809524,95.71428571428571,65.14285714285714
full/faithful/s1,20,0.032944577014547706,96.19047619047619,84.28571428571429,98.57142857142857
full/faithful/s1,21,0.016486108973012528,94.04761904761905,94.28571428571429,94.0
full/faithful/s1,22,0.005400432818333641,94.28571428571429,91.42857142857143,94.85714285714286
full/faithful/s1,23,0.0022751363634943983,97.14285714285714,82.85714285714286,100.0
full/faithful/s1,24,0.00466664382189005,93.0952380952381,60.0,99.71428571428571
full/faithful/s1,25,0.0023855276797500363,96.9047619047619,82.85714285714286,99.71428571428571
full/faithful/s1,26,0.0034006137916419124,97.38095238095238,88.57142857142857,99.14285714285714
full/faithful/s1,27,0.00502103977461437,96.66666666666667,82.85714285714286,99.42857142857143
full/faithful/s1,28,0.001535913918390482,97.14285714285714,87.14285714285714,99.14285714285714
full/faithful/s1,29,0.004909614706117455,96.66666666666667,85.71428571428571,98.85714285714286
full/faithful/s1,30,0.005914609799392998,96.9047619047619,82.85714285714286,99.71428571428571
full/faithful/s2,1,0.31097867921704336,93.33333333333333,78.57142857142857,96.28571428571429
full/faithful/s2,2,0.1378711085589159,90.71428571428571,90.0,90.85714285714286
full/faithful/s2,3,0.058914181244160445,92.61904761904762,87.14285714285714,93.71428571428571
full/faithful/s2,4,0.015300601268453257,94.76190476190476,72.85714285714286,99.14285714285714
full/faithful/s2,5,0.006281254149507731,95.0,72.85714285714286,99.42857142857143
full/faithful/s2,6,0.0023358155607378908,96.42857142857143,87.14285714285714,98.28571428571429
full/faithful/s2,7,0.0019040721932902843,95.95238095238095,84.28571428571429,98.28571428571429
full/faithful/s2,8,0.0013633064034539054,95.0,71.42857142857143,99.71428571428571
full/faithful/s2,9,0.0009874310993750225,96.42857142857143,88.57142857142857,98.0
full/faithful/s2,10,0.0008019850390112316,96.19047619047619,85.71428571428571,98.28571428571429
full/faithful/s2,11,0.00044443296594961015,96.19047619047619,84.28571428571429,98.57142857142857
full/faithful/s2,12,0.00044512596137965806,96.19047619047619,90.0,97.42857142857143
full/faithful/s2,13,0.0003368662735911563,96.19047619047619,82.85714285714286,98.85714285714286
full/faithful/s2,14,0.00022264678710988458,96.42857142857143,85.71428571428571,98.57142857142857
full/faithful/s2,15,0.0011381705389967899,95.23809523809524,78.57142857142857,98.57142857142857
full/faithful/s2,16,0.002248990004799063,92.85714285714286,58.57142857142857,99.71428571428571
full/faithful/s2,17,0.07372085087048444,93.57142857142857,94.28571428571429,93.42857142857143
full/faithful/s2,18,0.019592709237864863,96.19047619047619,92.85714285714286,96.85714285714286
full/faithful/s2,19,0.006028822935712967,96.9047619047619,84.28571428571429,99.42857142857143
full/faithful/s2,20,0.0023815691513369703,97.85714285714286,88.57142857142857,99.71428571428571
full/faithful/s2,21,0.004973121874735668,97.38095238095238,91.42857142857143,98.57142857142857
full/faithful/s2,22,0.005707074736433459,91.9047619047619,51.42857142857143,100.0
full/faithful/s2,23,0.002974889455383943,93.57142857142857,95.71428571428571,93.14285714285714
full/faithful/s2,24,0.001348836059887184,95.0,91.42857142857143,95.71428571428571
full/faithful/s2,25,0.0008510211553498049,96.19047619047619,92.85714285714286,96.85714285714286
full/faithful/s2,26,0.0004105353301600276,98.0952380952381,91.42857142857143,99.42857142857143
full/faithful/s2,27,0.000922553678347391,96.66666666666667,87.14285714285714,98.57142857142857
full/faithful/s2,28,0.001568251600500454,92.38095238095238,95.71428571428571,91.71428571428571
full/faithful/s2,29,0.001653924471126326,95.95238095238095,91.42857142857143,96.85714285714286
full/faithful/s2,30,0.0002885854053082377,96.66666666666667,91.42857142857143,97.71428571428571
full/faithful/s3,1,0.29045384916521255,94.28571428571429,70.0,99.14285714285714
full/faithful/s3,2,0.13397788107395173,93.57142857142857,92.85714285714286,93.71428571428571
full/faithful/s3,3,0.04163650479611187,94.76190476190476,92.85714285714286,95.14285714285714
full/faithful/s3,4,0.0198753058533406,94.76190476190476,77.14285714285714,98.28571428571429
full/faithful/s3,5,0.020100865066273226,91.9047619047619,51.42857142857143,100.0
full/faithful/s3,6,0.00720143705506676,94.28571428571429,88.57142857142857,95.42857142857143
full/faithful/s3,7,0.004980007239196095,96.66666666666667,91.42857142857143,97.71428571428571
full/faithful/s3,8,0.003198963581650917,95.0,70.0,100.0
full/faithful/s3,9,0.008839875674138534,94.28571428571429,91.42857142857143,94.85714285714286
full/faithful/s3,10,0.007491157524401344,93.0952380952381,58.57142857142857,100.0
full/faithful/s3,11,0.00972066646056538,94.04761904761905,65.71428571428571,99.71428571428571
full/faithful/s3,12,0.02167138681106735,82.38095238095238,100.0,78.85714285714286
full/faithful/s3,13,0.01208192703696633,96.19047619047619,84.28571428571429,98.57142857142857
full/faithful/s3,14,0.008605397812720012,90.0,40.0,100.0
full/faithful/s3,15,0.011688985140062868,95.71428571428571,97.14285714285714,95.42857142857143
full/faithful/s3,16,0.002443568468429259,97.38095238095238,90.0,98.85714285714286
full/faithful/s3,17,0.0013478359317689735,95.71428571428571,75.71428571428571,99.71428571428571
full/faithful/s3,18,0.00133710188775218,95.47619047619048,84.28571428571429,97.71428571428571
full/faithful/s3,19,0.00098893911982443,95.47619047619048,72.85714285714286,100.0
full/faithful/s3,20,0.007506712035822039,94.28571428571429,65.71428571428571,100.0
full/faithful/s3,21,0.006731791848991028,94.52380952380952,88.57142857142857,95.71428571428571
full/faithful/s3,22,0.005797684074440483,95.47619047619048,75.71428571428571,99.42857142857143
full/faithful/s3,23,0.002037987671870464,95.71428571428571,92.85714285714286,96.28571428571429
full/faithful/s3,24,0.0038003250240892937,95.71428571428571,80.0,98.85714285714286
full/faithful/s3,25,0.02735349058574294,91.9047619047619,51.42857142857143,100.0
full/faithful/s3,26,0.010232889599796008,97.38095238095238,84.28571428571429,100.0
full/faithful/s3,27,0.0013300911912838707,97.14285714285714,84.28571428571429,99.71428571428571
full/faithful/s3,28,0.0013197652015237726,97.38095238095238,87.14285714285714,99.42857142857143
full/faithful/s3,29,0.0008682458827631005,97.38095238095238,88.57142857142857,99.14285714285714
full/faithful/s3,30,0.0004929653735979671,97.61904761904762,88.57142857142857,99.42857142857143
full/faithful/s4,1,0.3029565973650841,92.85714285714286,58.57142857142857,99.71428571428571
full/faithful/s4,2,0.14678255890806516,94.52380952380952,68.57142857142857,99.71428571428571
full/faithful/s4,3,0.05390794494499763,96.19047619047619,77.14285714285714,100.0
full/faithful/s4,4,0.031297166414913674,95.23809523809524,71.42857142857143,100.0
full/faithful/s4,5,0.013115438420902051,94.76190476190476,90.0,95.71428571428571
full/faithful/s4,6,0.005442452280493897,96.9047619047619,92.85714285714286,97.71428571428571
full/faithful/s4,7,0.003383551220481639,97.61904761904762,87.14285714285714,99.71428571428571
full/faithful/s4,8,0.016355292651929802,95.95238095238095,82.85714285714286,98.57142857142857
